strategy,params,total_return,cagr,max_drawdown,sharpe,sortino,calmar,number_of_trades,win_rate,average_trade_return,profit_factor
volume_breakout,"{'breakout_window': 10, 'volume_multiplier': 1.0, 'trend_window': 50}",3.65715676592873,0.3619354948410751,-0.31294481509446315,1.055111315678263,1.3936632860467582,1.1565473443994398,19.0,0.42105263157894735,0.12096277286706276,5.456192970868887
supertrend,"{'atr_window': 7, 'multiplier': 2.0}",3.6564743611746966,0.3618954210923293,-0.47245443851193236,1.0228326806650878,1.392820332836981,0.7659900968063172,33.0,0.42424242424242425,0.07779949653844943,3.071603171590463
volume_breakout,"{'breakout_window': 10, 'volume_multiplier': 1.0, 'trend_window': 75}",3.631454284576086,0.3604228831596672,-0.31592470577873066,1.037533823177515,1.4094866353719695,1.1408505778971982,15.0,0.4,0.15886806896586778,6.0814753291356265
ema_cross,"{'fast_window': 10, 'slow_window': 50}",3.587699113082773,0.3578323537510668,-0.4805286252038362,0.9534985526333334,1.308156667316778,0.7446639700169315,17.0,0.35294117647058826,0.15513942454952898,3.7537915422079453
volume_breakout,"{'breakout_window': 20, 'volume_multiplier': 1.2, 'trend_window': 100}",3.5630987411034116,0.3563672030182099,-0.34520011036053,1.042630545820043,1.3666459703167415,1.0323496207634955,9.0,0.4444444444444444,0.2645745933066303,8.141428178188953
ema_cross,"{'fast_window': 10, 'slow_window': 20}",3.5626833255028076,0.35634240752049595,-0.485763126587065,0.9843231364457969,1.3251903136133867,0.7335723689530137,28.0,0.32142857142857145,0.0917899031166529,3.053130656640983
macd_momentum,"{'fast': 8, 'slow': 21, 'signal': 5}",3.5132864020395687,0.35338103691279343,-0.4086582088377074,1.0312632018230414,1.1661240303129525,0.8647349527564084,67.0,0.417910447761194,0.02918125116134283,2.1392579715618005
supertrend,"{'atr_window': 7, 'multiplier': 2.5}",3.472348654284252,0.3509071044926817,-0.48848069782998704,1.0198824739160424,1.3529385408651136,0.7183643203335189,25.0,0.48,0.09929076802539878,3.270385629012137
ema_cross,"{'fast_window': 15, 'slow_window': 50}",3.4353414284684396,0.34865507548810215,-0.5286106150706094,0.9380703966447368,1.2878043290797814,0.6595688121804562,15.0,0.4,0.18270627250465069,3.8175035367167367
volume_breakout,"{'breakout_window': 20, 'volume_multiplier': 1.0, 'trend_window': 50}",3.3514719063163465,0.34349517251966755,-0.31294481509446315,1.035474497503458,1.2829859634777119,1.097622187528439,15.0,0.5333333333333333,0.13965418580347064,6.326033846092678
volume_breakout,"{'breakout_window': 40, 'volume_multiplier': 1.0, 'trend_window': 100}",3.3157833013414013,0.341275370039807,-0.35025348903249975,1.0196143629496948,1.345971683489793,0.9743667964093866,9.0,0.4444444444444444,0.24358690867797902,6.332243899275511
volume_breakout,"{'breakout_window': 40, 'volume_multiplier': 1.2, 'trend_window': 100}",3.2155653619446616,0.334962476394147,-0.35025348903249987,1.014897034605933,1.3093855804870866,0.956343011227123,8.0,0.5,0.2757619621754991,7.739030211864082
ema_cross,"{'fast_window': 5, 'slow_window': 30}",3.0890395982983367,0.3268187829234419,-0.5036704719735365,0.9224910438502721,1.2434782098380357,0.6488742165941651,32.0,0.28125,0.08011382158855405,2.726410855242389
volume_breakout,"{'breakout_window': 10, 'volume_multiplier': 1.2, 'trend_window': 75}",3.0831648576341957,0.32643579481881213,-0.30729392358708796,1.0039115405062755,1.2522951222816678,1.0622917336219286,11.0,0.36363636363636365,0.19801457733907216,7.842644190233131
supertrend,"{'atr_window': 10, 'multiplier': 3.5}",2.9891652093710173,0.3202470173252998,-0.4319186350728369,0.9263971320683173,1.2429771809042134,0.7414521887236811,16.0,0.4375,0.14006410819643206,3.6857419469574713
supertrend,"{'atr_window': 14, 'multiplier': 3.5}",2.937969458668487,0.31682720209481086,-0.4027805522028053,0.9218511642378431,1.243091828158948,0.7866000489896647,16.0,0.4375,0.13809470905197074,3.677143719164556
supertrend,"{'atr_window': 7, 'multiplier': 3.5}",2.9149948858261707,0.3152809668904075,-0.3981914392451098,0.9238813603230612,1.249694483817576,0.7917823835894521,16.0,0.4375,0.13557418415793956,3.8353839523357625
